Temperature_Anomaly,CO2_Emissions
0.4107456050462424,577746884.1418756
0.9089769053351696,702463994.4007828
-0.603829235380959,604002355.7686001
0.1775394558418978,371809597.5921246
0.8789182547603923,314684424.12059087
0.0817428292258648,481112865.1290843
-0.2967349552354726,598239401.1221955
-0.7656178207789254,606164372.9990853
1.061987051187745,401526024.7635538
0.1256552662407193,705418224.8760579
-0.4436880512374188,547051386.1157278
0.5040116255995026,733595698.09098
0.5853612885250966,414367608.666975
0.0845009450987291,286477680.57356155
0.6674430437061932,470377496.966955
-1.6919487046610775,335087972.3919961
0.0221896887384214,518544458.8653716
0.2993664483116112,432577644.3933207
0.2932127360801496,451308703.4408122
0.6801262898576867,319204964.16827136
0.4525773873630865,552594009.4301609
-0.8281970804409594,359610912.85709625
0.8436850232135112,770967605.0875454
-0.0619633814744118,599929730.4454932
0.8910423595762509,682433050.5248866
0.0405709340653605,480926016.18251055
-0.00022194777764,380473110.57304
-0.7702852573111493,362988964.8813307
0.8853214270599252,703828095.7176416
-0.7682132915652775,326767846.0903381
-0.9637152942396292,360226799.12687933
-0.3384712178796278,350574340.58525485
-0.5060678980007625,552855102.05284
-0.2351965927253439,121018723.24364609
-0.2961442315696855,736698687.7745365
0.3454467463416433,764744498.6829563
0.348329115235372,470308973.97029
0.3250580547034739,432944429.5987188
-0.7855131892516655,634768708.0756624
-0.9963001148131428,627666927.5631014
0.7932856376913593,268063657.6803544
-0.4186600421595685,276349554.89039934
-0.0947328981563275,633338860.1315699
0.2363092564278707,394015986.0915784
-0.1327263246347942,381624984.0405684
-0.4112408765365416,472721064.7882197
0.3920103949951062,742335817.6356672
-0.1572244818097484,296354377.87965626
0.0690912966784306,462862369.4080803
0.3031599441268993,687085685.8899418
-0.4353234461862948,450836876.5743003
0.1213468494539645,354572622.0033894
0.0968160930110255,417359777.1495795
1.755919657680445,514046691.4944946
-0.0596602481761897,354936070.4812235
-0.1471420787390707,495851847.34407234
0.3120080956253046,573026877.6517719
0.3767868001822574,416637463.4225276
0.2212597962820252,610318804.52187
0.3651835898335303,119368831.799453
-0.3737604944451537,655398818.0311195
-0.4406992109810058,717089548.6514032
0.1270964307623216,275596623.1197941
-0.3983033650638545,555093424.3084673
-0.3093326061861275,627489069.2463882
0.6620954630141893,513988769.81752026
-0.1088685392420418,598669944.9373348
0.4557621749361269,541035084.5518951
-1.6327430439204356,663691128.7307243
1.162555367363096,714665703.8542145
-0.4170770944700224,468169587.93973845
-0.2017461634252262,698394782.0598631
0.0486779359638233,421218979.5380726
-0.2041327248790976,849226810.4820837
0.3262180796416064,160758885.2173247
0.2544284566594398,619209527.3900743
-0.4710349348495872,803754669.4902649
-0.172588088436764,464920112.4165112
-1.460314780144943,356705861.30226284
-0.4781781429712903,518055560.4200223
-0.0879938583358465,639617546.0124296
0.1203457150095905,541958316.559559
0.2529128314882012,666818257.7805599
-0.6604485717664196,441819045.3377674
-0.699511249510973,655681710.4011896
0.6197684638586777,425298531.2391064
0.9284720815934168,461433506.0920336
-0.4380519771978523,328533426.12654567
0.5337012548553715,501967638.4773815
0.0814067625702187,671699354.7631376
-0.8574411454678742,352774776.2757801
0.0050433554000964,536075062.9430052
0.4609077137865244,244386438.84077385
0.7072224993643954,374388794.94248784
0.9237726771882172,525716905.8392741
-0.5414149447597284,358154852.9596848
1.0518664496208814,695229585.9126252
-0.4603219953298511,525192602.0902134
0.3531056174370969,325291255.2286155
-0.8823160117210965,447820180.34526587
0.5278001265892065,605485673.626903
-0.451479336822074,421127057.2950097
0.0541052133786891,530224221.3876648
-0.1649461136593952,475627856.3814186
-0.0350300080284932,551053259.8983938
0.4139815751362125,752033950.5160471
0.4734902839515033,539466302.4478515
0.0147516493392575,648647848.2542397
-0.7441326859791375,317990415.34488124
-0.2166041943293573,596854975.7683259
-0.3686991087337585,313583939.95139647
0.3076582182655478,491553783.3755006
1.032696490540083,611201497.5141873
-0.5299011792536297,772939892.4681853
0.8874150733164756,738542131.5870749
-0.1221810914269932,567225201.051701
0.9788939482870068,401772310.9290943
0.9733690701194874,835337558.2515657
1.5953364572601505,533463977.2562361
-0.2830492680496173,273136612.4075113
-0.0593247707811574,646271224.432192
-0.55479167208821,366811827.5575256
0.4907805211770732,673124265.4375058
0.3234432209402598,361451960.9249386
-1.8342101616050228,341353773.85684735
-0.4142512750755825,529558065.6560262
-0.0994793478223576,642587284.5185376
-1.084162793379759,821453786.7932006
1.1988874484559369,552998991.5657638
0.3587316088360949,725120087.7298331
-0.7043284101211508,356782634.0967659
1.0388664882082224,468632618.8275759
-0.3610292447368712,530040532.111323
0.9640605088374212,647737695.5954269
-0.6603406134350572,632761658.3859897
0.7252259304133928,453640417.3262472
-1.547926750698314,909569981.4245028
0.2167167488709848,580682764.3141953
-0.3099077437529448,407821493.6412863
-0.6041796082911399,854073861.4217825
-0.696067299655633,244039965.7315494
-0.2200905627230904,621401857.4524223
-0.7888569023966331,611341865.1982211
0.554481490979316,660964011.5196918
0.6226219086367915,328617394.7626395
0.0083160287894727,476154237.4502467
0.1585474208675941,574717071.3402959
0.1709340224689133,438005322.11566687
1.4525607766168136,626361406.900015
-0.9964092355344714,455363856.102447
0.8403749884752614,383801143.8271147
0.0286211236931265,505283833.6174598
0.1159026431433878,494992342.7713796
0.4466763439029743,551213265.2953165
0.8130832425553596,471041455.3792856
0.0203500024486293,144832967.5966571
-1.345610882356743,200412737.3129372
0.0062227979631384,647332466.2367845
0.8667177015220423,406140165.36629033
-0.0247706570947467,355917951.03630376
1.026066104401273,465241598.1417917
1.0604562070919736,499543645.4847907
0.6540170878459245,479069425.0298509
-0.2116616545344375,253311556.77473488
0.90156242433135,553697837.7425998
-1.3527706592189457,401407634.3422933
0.2735176983950374,520509360.0299797
0.536708855086176,263146886.06406972
0.5239350454359301,270987368.72336274
0.2172403317494972,393566152.68721694
0.3808463731177068,571134107.2616946
0.2027153264921673,819287698.363166
0.0020878430235274,409484650.4319136
-0.6513464890821478,460730981.17807513
-0.0422629979822634,549439108.0533321
-0.2704449356209896,542834837.2095922
1.6598829495371263,719800136.6592335
0.547352659404609,536746470.4664922
-0.2867393043003732,589074048.7677754
0.771849042797534,708471251.1327798
-0.1222279760043321,508807193.3724381
-0.2432334576442358,564679645.8382818
-1.4817666321414589,258034019.0901156
0.2399470295363766,587029053.021197
-0.1822580352128602,586909741.7449056
1.145543426832608,641913402.58408
1.0805803941701229,482421897.8089971
-0.0529423510824482,477602189.7397936
0.0368126221088077,689948170.5454421
0.9472930720095564,400015643.8544624
1.417234223364885,745188185.8248096
-0.0497896093409748,698070262.0166297
-0.3363591747510693,373173224.4411956
