CO2_per_Capita,Population,Average_Temperature,GDP,Renewable_Energy_Usage,Deforestation_Rate,Biodiversity_Index,Energy_Consumption_Per_Capita,Solar_Energy_Potential,Sea_Level_Rise,Policy_Score,Urbanization,Waste_Management,Air_Pollution_Index,Arctic_Ice_Extent,Ocean_Acidification,Average_Rainfall,Renewable_Energy_Usage_lag1,Extreme_Weather_Events,Fossil_Fuel_Usage
0.21052606497926976,0.06243126677013688,-0.1102151948055426,0.36916854312692404,0.8767907972615986,0.018117678861631164,0.5281113740305958,0.3976297273734821,-0.6560287530073861,-0.7352534235981261,-0.29636298691193597,0.25852941545241165,0.15164836346339788,-0.1617151702944257,-1.5408955794656816,-0.7821255625590613,-0.17126232107822728,0.25216907484296824,-0.26751592356687864,0.518392068668981
0.7242962316468602,-0.045479731692224655,-0.262950117144614,0.31426011056686914,-0.3381086232163485,0.2886793237074256,1.1424688445038014,-0.6930643630345565,-0.022782095993169906,-1.513105043992748,0.11888024857191566,-0.00913862620105897,-0.4234069023323413,-0.521479185764937,-0.8215318021662592,-0.04144623160236785,0.34811159329563635,0.8761608089798313,-0.6592356687898087,0.8245752256317483
0.11418737128003259,0.31343188874916417,1.2316849039848639,0.7227619835232724,0.030519987197133582,0.160588821454546,-0.12895306653311844,-0.15216949225072185,-0.22649484881092846,0.5163713036777188,0.5935236627903648,-0.3412433654463833,0.07994436905595907,-0.26463494954628686,-2.0881767460415377,-0.5322318869833593,-0.10169542787459265,-0.33788256013279616,0.853503184713376,0.4653864610046002
-0.6630704823195431,0.5442232483004334,-0.12309033209310496,0.9639444379572938,-0.11932268911024643,-0.3569707993194532,0.6884101705014872,-0.04046391876753971,-0.16136347061365522,0.9548452505483764,0.256122142998685,0.584827808326109,-0.2944659138290411,0.2485760778496122,0.5420909370824571,0.16954735370462115,-0.04170251704403478,0.030486304477929504,0.07643312101910833,-0.3850477423343446
-0.8972647775655667,0.835715033766026,0.5720150824577772,1.285164378690558,-0.2734836702612372,-0.056408259520560444,-0.8800460773188086,0.47536233341527273,-1.6251158782740254,1.0401005485275023,-1.4288069753763246,-0.2387305902470349,0.8356807001018669,-1.285555509878869,-0.792751272883835,0.8492468417173454,-0.8984071747906002,-0.11925078858076839,1.1719745222929927,0.302938234678281
-0.26754982825376245,0.3444142618513785,-0.3670259204257228,0.4200365214501098,0.6625522339186477,0.15588600981370188,0.47885213104794155,0.0560508616492199,0.2297836982242939,0.6874350077312439,-0.13808706581897107,-0.4810381172112624,-0.8231729823401158,0.33047437089505766,-0.34233024344509133,-0.18753655782636808,-0.0032166107830733847,-0.2733031436873567,0.22452229299363066,0.723310178682271
0.6304679794905367,-0.3147192560854156,-0.11409489951931258,-0.7357812399272793,0.5495452957048428,0.04814929692369678,0.22392263346287816,-0.011748151207377999,-0.5240357655544632,0.26400909577920445,0.7483997337076573,-0.061988252216214346,-0.3108385543458894,0.23917015649860782,-0.7573248794552251,0.1963050937743733,0.20674566246502651,0.6620732039891214,-0.13375796178343932,-0.3008692224940293
3.4319664330766395,-1.4501978319470405,-0.925726038022903,0.026529189269307422,0.5629778455197797,0.15520715315961328,0.514684557913492,-0.3359305141104184,-0.5568785307497783,-0.20878184486130824,-0.03840284911053238,0.4358059598556955,-0.5020991696111896,0.8553698897091867,-0.08594125839571239,-0.23833480705612237,-0.9708162645366445,0.5491458935552939,-0.20541401273885332,-1.0759904414020751
-0.8014815653989068,1.2814949021822335,-0.35035351954856153,-1.1628272232165222,1.5259058406729182,-0.39941682581320453,-0.054385262072823855,-0.7325090461635548,-0.34801768940571304,0.5029737688051231,1.4991451367640185,-0.257506316413,0.31331453528878983,0.04892615184223564,-0.5080500882008363,-0.46521273870336743,-0.04986038432710325,0.5625689784281829,0.7898089171974519,-0.9091012923378601
0.7675920202826453,-0.07749808801982945,0.2502036456483084,0.21712647117021613,-0.19985440190136144,-0.4076871009858591,-1.344792139266378,-0.7195529036757905,-0.12772907501052236,0.33642423128729215,0.44852452038425733,0.27928299039869336,1.9151561076707377,-1.5364880223290185,-1.1250563866753767,-0.6366943398324525,0.006961437721538734,1.5248184681749801,-0.27707006369426734,-0.29651333301369975
0.1884407614842394,-0.0413321997755318,1.2810625444616452,-0.36029514134865204,0.22958407640964984,1.4216819317308536,0.2811446185665584,0.01578462944893899,-1.0802551610985438,-1.2777734951989763,0.7881727425184208,0.5041779127526432,1.387065738969624,0.2605713681673418,1.0163333583696263,-0.3192798415565094,-0.7572926381138959,-0.19972575652410063,-0.13375796178343932,0.2665262347283085
1.4772413210834154,-0.5291868623705869,-1.1217265774353495,0.18231664604310296,-0.04842388728332296,-1.1605715539010424,0.11990218507297265,-0.8853801526684946,0.8195660466373036,0.20128011967058382,0.21091239501731635,-0.3259115745820919,0.8120917813853513,-0.3103505786368634,0.3454853991994878,-1.4174853940007168,-0.6169959088592124,0.22941012768777577,-0.109872611464968,-0.8211716515985761
0.13375773843771574,-0.5620026810101938,0.6743048529996526,0.41062806475871483,1.3090438826248723,-0.24495501215082066,0.10443394242428375,-1.1760087910961263,0.40266672588501046,0.8473309830355189,0.41708776110025964,-0.014109273302236405,0.5841890532497432,0.9035574556771687,-0.2241587393266741,-0.09000033288433935,1.1217037252875677,-0.0484019439890534,0.8898999090081894,0.21711627709199052
-0.9966762302504302,0.9728483128393642,-0.3050443943481315,0.3445890068038995,-0.44663375273926537,0.5789850615266191,-0.9564851108086847,-0.8001078115824851,0.6059613511890148,1.0134807248119149,-0.09536166797773771,0.014478150393877065,-0.9422781696530173,0.08897010232622793,0.21619965477984274,-0.42911212202484866,0.9600625955098963,1.3081093169948472,0.210191082802548,-0.4628812474374988
0.13051038313454955,-0.30834683754629194,-0.5399626446443574,-0.18408959291206564,0.1316046107577052,-0.382804013154989,-0.024875596004327937,-0.05436394078054838,-0.7489119394904906,0.7841904279744968,0.6477343594582582,0.31726891741984187,0.10630988523668233,0.18009967082992825,-0.16035158900667307,0.35038263104356404,-0.12889312487748636,-0.44633121988073937,-1.2324840764331206,0.17997251745631196
